Date,Actual_Price,Predicted_Probas,score,daily_pnl,cumulative_pnl,position_direction_pct
2025-01-01,96886.8782682304,[9.8527122e-01 1.1884037e-02 1.0772245e-03 1.2995902e-03 4.6787746e-04],-1.9801911231479608,0.0,0.0,-19.801911231479608
2025-01-02,98107.4287619937,[0.53633255 0.41659123 0.02143493 0.00950391 0.01613744],-1.4474775325506926,-249458.2647624074,-249458.2647624074,-14.474775325506926
2025-01-03,102078.0855728765,[0.03011731 0.41064954 0.01152055 0.0164386  0.53127396],0.6081023644655943,-585830.9198139716,-835289.184576379,6.081023644655943
2025-01-06,96922.7052796726,[0.02410228 0.01150404 0.0143321  0.02113344 0.9289281 ],1.8192810006439686,-307117.7254571895,-1142406.9100335685,18.192810006439686
2025-01-07,95043.5234559406,[0.21501577 0.06700871 0.03814967 0.05554069 0.62428516],0.8070707619190216,-352730.53706107603,-1495137.4470946444,8.070707619190216
2025-01-08,92484.0369715298,[0.92419875 0.01928016 0.01133171 0.02349165 0.02169777],-1.800790473818779,-217341.13298655747,-1712478.5800812019,-18.00790473818779
2025-01-09,94701.4564626687,[9.9821693e-01 9.8071864e-04 2.2538261e-04 1.3139934e-04 4.4559033e-04],-1.99639199275407,-431761.8506783242,-2144240.430759526,-19.9639199275407
2025-01-10,94516.5256268428,[0.93886715 0.04638092 0.00496209 0.0058494  0.00394045],-1.9103849148377776,38985.08572586542,-2105255.3450336605,-19.103849148377776
2025-01-13,96534.0442146476,[0.94972795 0.02503208 0.00608217 0.00975144 0.00940633],-1.8959238789975643,-407784.464143748,-2513039.8091774085,-18.959238789975643
2025-01-14,100504.493441195,[0.82456094 0.07496512 0.01902926 0.01650624 0.06493847],-1.5777038149535656,-779794.2746727281,-3292834.0838501365,-15.777038149535658
2025-01-15,99756.9090981947,[0.00237921 0.00584826 0.01331925 0.02373553 0.9547177 ],1.922564244363457,117354.6206310898,-3175479.4632190466,19.225642443634573
2025-01-16,104462.0426222178,[0.01044613 0.02551997 0.00640172 0.04458776 0.9130444 ],1.8242643307894468,906796.4875834722,-2268682.975635574,18.24264330789447
2025-01-17,102016.6622807587,[0.08111148 0.05038618 0.02624012 0.03901269 0.80324954],1.4329026378691196,-427046.994310713,-2695729.969946287,14.329026378691198
2025-01-20,106146.2630067343,[0.10942602 0.01744009 0.01227097 0.11253334 0.7483295 ],1.3729002457112074,580034.245514885,-2115695.724431402,13.729002457112074
2025-01-21,103653.0692422291,[0.03093038 0.02739237 0.00212926 0.02817142 0.9113766 ],1.7616714723408222,-322470.7337721038,-2438166.4582035057,17.616714723408222
2025-01-22,103960.1716372268,[0.05532037 0.03984129 0.00480475 0.07454599 0.82548755],1.575039066374302,52194.6462666413,-2385971.8119368646,15.750390663743019
2025-01-23,104819.4844854964,[4.9720488e-02 1.8456867e-02 6.9087947e-04 1.6989524e-02 9.1414225e-01],1.7273761816322803,130189.4066686349,-2255782.4052682295,17.273761816322803
2025-01-24,102087.6913350177,[0.49855503 0.07993835 0.01357466 0.2734362  0.13449578],-0.5346206724643707,-450186.7610249546,-2705969.1662931843,-5.346206724643707
2025-01-27,101332.4762208059,[0.8635673  0.1104404  0.00528756 0.01828022 0.00242454],-1.8144456897862256,39549.68585685706,-2666419.4804363274,-18.144456897862256
2025-01-28,103703.2111924169,[0.9472455  0.0339084  0.00372508 0.01219006 0.002931  ],-1.9103473001159728,-424500.61533005786,-3090920.095766385,-19.103473001159728
2025-01-29,104735.3028391485,[0.91489685 0.07516186 0.00243462 0.0054301  0.00207654],-1.8953723683953285,-190124.6324135169,-3281044.728179902,-18.953723683953285
2025-01-30,102405.0270844454,[0.807558   0.14513686 0.00275244 0.02235427 0.02219844],-1.693501703441143,421705.0179335425,-2859339.7102463595,-16.93501703441143
2025-01-31,101405.4230656902,[0.964316   0.02094264 0.0023157  0.00787934 0.00454636],-1.9326026029884815,165307.4225675094,-2694032.28767885,-19.326026029884815
2025-02-03,97871.8178338929,[0.84720844 0.05184746 0.00773882 0.09174404 0.00146123],-1.6515978341922164,673440.7749062218,-2020591.512772628,-16.515978341922168
2025-02-04,96615.4445401536,[0.8930598  0.01909065 0.07269114 0.0069633  0.00819513],-1.7818566653877497,212014.39360189126,-1808577.1191707368,-17.8185666538775
2025-02-05,96593.3003285625,[0.863209   0.03518874 0.00609082 0.04118432 0.05432715],-1.6117681302130222,4084.006569670992,-1804493.1126010658,-16.117681302130222
2025-02-06,96529.082494532,[0.44954544 0.13872117 0.02078025 0.31349167 0.07746143],-0.5693975239992142,10715.469699202024,-1793777.6429018637,-5.693975239992142
2025-02-07,97437.5572620868,[9.5305967e-01 8.9010382e-03 9.1413519e-04 3.3290047e-02 3.8351256e-03],-1.874060086440295,-53588.335234696344,-1847365.97813656,-18.74060086440295
2025-02-10,95747.4311295895,[0.68980396 0.16538875 0.00398131 0.1358244  0.00500154],-1.399169186130166,325069.5127181044,-1522296.4654184557,-13.99169186130166
2025-02-11,97885.8630551901,[0.11793118 0.67537546 0.00520102 0.19784579 0.00364661],-0.7060988075099885,-312491.7318029962,-1834788.197221452,-7.060988075099886
2025-02-12,96623.8690084382,[0.11191411 0.25578645 0.00632528 0.5734536  0.05252058],0.19888009876012802,91033.8289599396,-1743754.3682615124,1.9888009876012802
2025-02-13,97508.9699033175,[0.03672257 0.2970855  0.00606989 0.6563168  0.0038052 ],0.29339658841490746,18217.957445990978,-1725536.4108155214,2.9339658841490746
2025-02-14,95773.3841866043,[0.06343419 0.55187714 0.01313891 0.17217553 0.1993742 ],-0.10782159864902496,-52222.36771552355,-1777758.778531045,-1.0782159864902496
2025-02-17,95539.5436031828,[0.13036321 0.43037015 0.00776951 0.42805812 0.00343906],-0.256160335149616,2632.575401575154,-1775126.2031294699,-2.56160335149616
2025-02-18,96635.6132123525,[0.13681093 0.39604658 0.0612741  0.39032832 0.01554002],-0.24826008267700672,-29387.785187500744,-1804513.9883169706,-2.482600826770067
2025-02-19,98333.937829345,[0.0115571  0.9169883  0.00726115 0.06228795 0.00190552],-0.8740035279188305,-43630.52044803069,-1848144.5087650013,-8.740035279188305
2025-02-20,96125.5440549653,[0.07031094 0.19057731 0.15041944 0.20022854 0.38846374],0.6459568291902542,196284.61876422918,-1651859.8900007722,6.459568291902543
2025-02-21,91418.1736674415,[0.62923545 0.21145593 0.12245636 0.03111505 0.00573718],-1.427337421104312,-316331.9468558995,-1968191.8368566716,-14.27337421104312
2025-02-24,88736.1734415255,[9.9165630e-01 6.1372281e-03 1.5942329e-04 1.6431618e-03 4.0391562e-04],-1.9869988419231959,418748.16924104665,-1549443.667615625,-19.86998841923196
2025-02-25,84347.019721982,[9.9741036e-01 2.6094308e-04 2.8666234e-04 1.1667087e-03 8.7538623e-04],-1.9921641759574413,982828.4249267159,-566615.2426889092,-19.921641759574417
2025-02-26,84704.2245822833,[9.9597079e-01 6.8617257e-04 2.4024249e-04 2.5676468e-03 5.3514814e-04],-1.9889898007386364,-84367.02666148814,-650982.2693503973,-19.889898007386364
2025-02-27,84373.0103295802,[0.9217764  0.02698613 0.00381679 0.03105522 0.0163654 ],-1.806752948090434,77774.37001926651,-573207.8993311308,-18.067529480904344
2025-02-28,86065.6683289207,[0.75889635 0.03993737 0.01383499 0.11503771 0.07229357],-1.298105213791132,-362463.6383686236,-935671.5376997543,-12.98105213791132
2025-03-03,87222.1922066767,[9.9379760e-01 1.2339316e-03 2.2697217e-04 4.6161497e-03 1.2536353e-04],-1.983962255413644,-174435.3706580726,-1110106.908357827,-19.83962255413644
2025-03-04,90623.5618428087,[0.7898191  0.02018999 0.00303985 0.18596385 0.00098719],-1.4118899940513074,-773677.9830992798,-1883784.891457107,-14.118899940513074
2025-03-05,89961.727243714,[0.3780626  0.15344432 0.0187679  0.33617908 0.11354608],-0.34629829227924347,103111.99749570579,-1780672.8939614012,-3.4629829227924347
2025-03-06,86742.6756244441,[0.50738037 0.02301373 0.01925674 0.42996785 0.02038138],-0.5670438595116138,123914.03685391023,-1656758.857107491,-5.6704385951161385
2025-03-07,78532.0018084677,[0.698406   0.24834006 0.01044092 0.03710483 0.00570822],-1.5966307492926717,536738.3627823215,-1120020.4943251694,-15.966307492926719
2025-03-10,82862.2081809809,[9.9243188e-01 3.8735531e-03 4.7013856e-04 1.9388880e-03 1.2855681e-03],-1.9842272870009765,-880372.3941737323,-2000392.8884989016,-19.842272870009765
2025-03-11,83722.3619517496,[9.8580903e-01 7.6981448e-03 5.7365152e-04 4.4177542e-03 1.5013589e-03],-1.9718957289587706,-205973.3406148558,-2206366.2291137576,-19.718957289587706
2025-03-12,81066.7013691458,[0.98325664 0.00270043 0.00384952 0.00761775 0.0025756 ],-1.9564447468146682,625482.3249514354,-1580883.9041623222,-19.564447468146685
2025-03-13,83969.0997189857,[0.9932754  0.00240174 0.00120176 0.00209137 0.00102974],-1.9848016824107617,-700458.0066543879,-2281341.91081671,-19.848016824107617
2025-03-14,84075.6886968797,[0.81424856 0.01585229 0.07473417 0.08088572 0.01427921],-1.5349052865058184,-25194.74227525008,-2306536.65309196,-15.349052865058185
2025-03-17,82718.5023176431,[0.11644163 0.1383434  0.3833188  0.30985326 0.05204289],0.04271238297224045,247771.09537269466,-2058765.5577192656,0.4271238297224045
2025-03-18,86854.2259604391,[0.80986387 0.02993298 0.06101146 0.08305954 0.01613217],-1.5343368351459503,21355.151163172726,-2037410.406556093,-15.343368351459505
2025-03-19,84167.1934043364,[0.3863921  0.29940832 0.12997966 0.05799745 0.12622243],-0.7617501765489578,474681.9147225642,-1562728.4918335287,-7.617501765489579
2025-03-20,84043.245182099,[0.17067899 0.60792285 0.04711359 0.03704855 0.13723603],-0.6377602182328701,11217.860113107821,-1551510.631720421,-6.377602182328701
2025-03-21,87498.9124102767,[0.73862404 0.04847556 0.17545408 0.02991033 0.00753598],-1.4807413453236222,-262232.50670622714,-1813743.138426648,-14.807413453236224
2025-03-24,87471.7030479404,[0.01480102 0.01040921 0.45006573 0.14912824 0.3755958 ],0.860308607108891,4604.631838429833,-1809138.5065882183,8.603086071088912
2025-03-25,86900.8855432885,[0.00556638 0.08075856 0.02683727 0.01543996 0.87139785],1.666344347409904,-56141.494360902834,-1865280.000949121,16.66344347409904
2025-03-26,87177.1021055135,[0.8361161  0.14874247 0.00339375 0.00715236 0.0045953 ],-1.8046316457912326,52965.15728776455,-1812314.8436613565,-18.046316457912326
2025-03-27,84353.1510125816,[0.01294345 0.3810352  0.02625544 0.00629291 0.573473  ],0.7463167537935078,584579.1366525993,-1227735.7070087572,7.463167537935078
2025-03-28,82548.9109608694,[0.551433   0.27861327 0.11999072 0.02527268 0.02469032],-1.3068260084837675,-159630.61987539026,-1387366.3268841475,-13.068260084837677
2025-03-31,85169.1695887702,[9.9621236e-01 6.1264186e-04 7.2486041e-04 1.5933529e-03 8.5677096e-04],-1.9897304735495709,-414811.30205556954,-1802177.628939717,-19.89730473549571
2025-04-01,82485.7083713044,[0.31119183 0.0168689  0.00437373 0.63943124 0.02813425],0.056447187438607216,626912.8353323921,-1175264.7936073248,0.5644718743860722
2025-04-02,83102.8282065402,[0.7156423  0.03184747 0.01315345 0.22999851 0.00935824],-1.2144170235842466,4223.116913154417,-1171041.6766941703,-12.144170235842466
2025-04-03,83843.8048731047,[0.2491112  0.31268853 0.25637227 0.14225137 0.03957662],-0.5895063355565071,-108282.07623911148,-1279323.752933282,-5.895063355565071
2025-04-04,79235.333132174,[0.1297428  0.2437424  0.2980201  0.26637203 0.06212268],-0.11261061578989029,324021.9468359604,-955301.8060973216,-1.126106157898903
2025-04-07,76271.9501747134,[0.14502974 0.14017269 0.07680506 0.59970367 0.03828881],0.24604912102222443,42116.107356327775,-913185.6987409937,2.4604912102222447
2025-04-08,82573.9511277008,[0.93459356 0.00436925 0.01055517 0.0049638  0.04551826],-1.7775560533627868,203299.08853934653,-709886.6102016473,-17.775560533627868
2025-04-09,79626.1414360505,[0.02240196 0.04819484 0.15545763 0.0171584  0.7567872 ],1.4377340003848076,634570.2113068278,-75316.39889481943,14.377340003848078
2025-04-10,83404.8398063772,[0.06400211 0.13758595 0.08093657 0.24478096 0.4726944 ],0.9245795756578445,682283.8613347271,606967.4624399077,9.245795756578445
2025-04-11,84542.3912826737,[0.01992258 0.16678113 0.12541725 0.15975882 0.5281202 ],1.0093729719519615,126102.61750814575,733070.0799480535,10.093729719519615
2025-04-14,83668.9893302616,[0.01221364 0.12646146 0.06917711 0.2337839  0.55836385],1.1996228769421577,-104277.66603705379,628792.4139109997,11.996228769421577
2025-04-15,84033.865416481,[0.05959665 0.07932361 0.0867429  0.660474   0.11386283],0.6896827518939972,52314.92620881962,681107.3401198193,6.896827518939973
2025-04-16,84895.7514392675,[0.049053   0.22380053 0.14885183 0.26028576 0.3180089 ],0.5743970423936844,70736.71085678512,751844.0509766045,5.743970423936844
2025-04-17,84450.8070773412,[0.01340825 0.18443985 0.08624757 0.6229471  0.09295723],0.5976052060723305,-30104.536586031405,721739.514390573,5.976052060723306
2025-04-18,87518.9050346999,[0.06725357 0.38048947 0.1728553  0.2990626  0.08033902],-0.055255964398384094,217109.98100684638,938849.4953974194,-0.5525596439838409
2025-04-21,93441.8933475575,[0.02227205 0.49024475 0.18329112 0.10834763 0.19584444],-0.03475232794880867,-37395.39831051853,901454.0970869008,-0.3475232794880867
2025-04-22,93699.1131760367,[0.01182064 0.05323848 0.08673932 0.0419729  0.8062287 ],1.5775505304336548,-956.6359920594423,900497.4610948414,15.775505304336548
2025-04-23,93943.7934161249,[0.00944883 0.05634448 0.0528239  0.02811781 0.85326505],1.6594057641923428,41195.20766568923,941692.6687605307,16.594057641923428
2025-04-24,94720.4980175858,[0.0053436  0.07874296 0.038178   0.01772049 0.8600149 ],1.6483201645314693,137195.66198800315,1078888.3307485338,16.483201645314693
2025-04-25,94978.7525036375,[0.00464718 0.16796963 0.02295756 0.05222793 0.7521977 ],1.3793593142181635,44941.28365548552,1123829.6144040194,13.793593142181635
2025-04-28,94284.7916281156,[0.00285995 0.01141927 0.00400825 0.09952981 0.88218266],1.8467559567652643,-100782.68792985637,1023046.9264741631,18.467559567652643
2025-04-29,94207.311297523,[0.00788821 0.09980781 0.03415648 0.79370046 0.06444704],0.8070103041827679,-15176.070242421141,1007870.856231742,8.070103041827679
2025-04-30,96492.3390492363,[0.00382281 0.04364827 0.03348243 0.89289325 0.02615324],0.8939058459363878,195742.86916568608,1203613.725397428,8.939058459363878
2025-05-01,96910.0685777286,[0.00413358 0.00826434 0.00515502 0.6860266  0.2964205 ],1.2623361088335514,38698.49888797728,1242312.2242854054,12.623361088335514
2025-05-02,94748.0514753733,[0.00329375 0.03889862 0.00939262 0.55870825 0.3897067 ],1.292635518591851,-281621.1252631376,960691.0990222677,12.926355185918512
2025-05-05,96802.4775637596,[0.4084978  0.12557161 0.05252901 0.3189155  0.09448607],-0.4346796125173569,280282.71725040174,1240973.8162726695,-4.346796125173569
2025-05-06,97032.3189665813,[0.02043972 0.09636803 0.00362797 0.00620701 0.8733573 ],1.6156741306185722,-10320.745339722838,1230653.0709329466,16.156741306185722
2025-05-07,103241.4608298014,[0.08610862 0.3810009  0.03915903 0.04860809 0.44512337],0.38563669845461845,1033877.1647002083,2264530.235633155,3.856366984546185
2025-05-08,102970.8497440325,[0.00465959 0.001985   0.00267598 0.00442651 0.98625296],1.9656282665673643,-10108.106262965306,2254422.1293701897,19.656282665673643
2025-05-09,102812.953251549,[0.01710441 0.0059846  0.00359668 0.00210636 0.971208  ],1.9043288831599057,-30141.133106012774,2224280.996264177,19.04328883159906
2025-05-12,104169.8128818504,[0.03116122 0.00569936 0.00296369 0.00332457 0.9568512 ],1.8490051454864442,251321.15192282049,2475602.1481869975,18.490051454864442
2025-05-13,103539.4170891327,[0.04105413 0.05934814 0.00385278 0.0044647  0.8912802 ],1.6455686464905739,-111894.70655477555,2363707.441632222,16.45568646490574
2025-05-14,103744.6435805224,[0.04511866 0.04841306 0.00920033 0.00394614 0.8933218 ],1.651939392555505,32616.977104424746,2396324.418736647,16.51939392555505
2025-05-15,103489.29171157,[0.7089457  0.1572915  0.06545499 0.01130304 0.05700479],-1.4498702697455883,-40660.00872206445,2355664.4100145823,-14.498702697455885
2025-05-16,105606.1814675408,[0.25780994 0.44920307 0.2226925  0.02581699 0.04447751],-0.8500509392470121,-296573.2464441941,2059091.1635703882,-8.500509392470121
2025-05-19,106791.0896617118,[0.07590592 0.05136174 0.13080736 0.15615433 0.58577067],1.124522089958191,-95376.26579994522,1963714.897770443,11.24522089958191
2025-05-20,109678.0763095368,[0.4515366  0.04209057 0.11505113 0.13633856 0.25498313],-0.2988589443266392,304002.9153347555,2267717.8131051986,-2.9885894432663918
2025-05-21,111673.2840187451,[0.51021326 0.05518524 0.08370939 0.01623123 0.3346609 ],-0.3900587521493435,-54366.8971730965,2213350.915932102,-3.900587521493435
2025-05-22,107287.7967068221,[0.01881178 0.00453403 0.00741536 0.01800679 0.951232  ],1.87831324711442,153178.77713422707,2366529.693066329,18.7831324711442
2025-05-23,109440.3683582281,[0.59995985 0.09504794 0.03924246 0.03510197 0.2306478 ],-0.7985700741410255,376855.89342909295,2743385.5864954223,-7.985700741410256
