Date,Actual_Price,Predicted_Probas,score,daily_pnl,cumulative_pnl,position_direction_pct
2025-05-26,108994.6421508192,[0.19402894 0.34374827 0.06167774 0.17290172 0.2276433 ],-0.1036178469657898,32523.97774576365,2775909.564241186,-1.0361784696578982
2025-05-27,107802.3245360646,[0.303847   0.5705974  0.0229792  0.03318142 0.06939501],-1.0063199512660503,11334.996078917764,2787244.5603201035,-10.063199512660503
2025-05-28,105641.7606983795,[0.82129115 0.12120043 0.0422028  0.00921831 0.00608732],-1.7423897832632065,201685.67841216517,2988930.2387322686,-17.423897832632065
2025-05-29,103998.5722406304,[8.9347196e-01 9.8064467e-02 7.1286117e-03 8.0112414e-04 5.3383096e-04],-1.8831395937595516,271017.3289266255,3259947.567658894,-18.83139593759552
2025-05-30,105881.5339020309,[9.8784888e-01 5.5426457e-03 4.8086960e-03 1.3562689e-04 1.6641398e-03],-1.9777764950267738,-340954.64790710347,2918992.919751791,-19.77776495026774
2025-06-02,105432.4700666072,[0.89721084 0.04874231 0.01067824 0.00553325 0.03783541],-1.761959908530116,83881.28370801146,3002874.203459802,-17.619599085301164
2025-06-03,104731.9832551475,[0.6292816  0.2531284  0.07868484 0.02597189 0.01293326],-1.459853157401085,117063.52677371276,3119937.7302335147,-14.59853157401085
2025-06-04,101575.9523061866,[0.07310154 0.7604463  0.11432797 0.03793619 0.01418793],-0.8403373397886753,439917.35881404247,3559855.089047557,-8.403373397886755
2025-06-05,104390.3469384754,[9.8923278e-01 7.1634054e-03 2.2559171e-03 5.2362256e-04 8.2428666e-04],-1.9834567666403018,-232834.7256134015,3327020.3634341555,-19.834567666403018
2025-06-06,110294.1015625,[0.52992326 0.0492382  0.09894549 0.2839574  0.03793563],-0.7492560781538486,-1121736.0992685466,2205284.264165609,-7.4925607815384865
2025-06-09,110257.2377123657,[0.02418543 0.00430909 0.00475323 0.3584065  0.60834575],1.5224180603399873,2504.255747676649,2207788.519913286,15.224180603399873
2025-06-10,108686.6276821388,[0.026046   0.00392088 0.00260768 0.5393382  0.4280873 ],1.339499889407307,-216867.85605915825,1990920.6638541277,13.39499889407307
2025-06-11,105929.0512627296,[0.02814137 0.00839843 0.00513275 0.32158455 0.63674295],1.5303892716765404,-339855.3610140072,1651065.3028401206,15.303892716765406
2025-06-12,106090.9663946604,[0.03019129 0.02795035 0.02085226 0.63712424 0.28388184],1.1165549978613853,23392.372335555196,1674457.675175676,11.165549978613853
2025-06-13,106796.7571986886,[0.35434225 0.01338553 0.00802953 0.5281719  0.09607082],-0.0017565013840794563,74280.99455242229,1748738.6697280982,-0.017565013840794567
2025-06-16,104601.1168292626,[0.89157337 0.04196604 0.01709256 0.00441243 0.04495556],-1.7307892218232155,361.12007976632356,1749099.7898078645,-17.30789221823216
2025-06-17,104883.3269261613,[9.9402905e-01 2.5700638e-03 1.7278123e-03 5.4537132e-04 1.1277163e-03],-1.9878273501526564,-46696.07828368067,1702403.7115241839,-19.878273501526568
2025-06-18,104684.2859524538,[0.09069662 0.6437028  0.19906192 0.0321063  0.03443235],-0.7241250351071358,37723.73578646316,1740127.447310647,-7.241250351071359
2025-06-19,103309.6041245223,[0.01302418 0.38307577 0.3339438  0.24191904 0.02803716],-0.11113077774643898,95089.87121182245,1835217.3185224694,-1.1113077774643898
2025-06-20,105577.7720315477,[0.7839175  0.01230767 0.15787889 0.03328056 0.01261537],-1.5216313414275646,-24398.82193948067,1810818.4965829886,-15.216313414275648
2025-06-23,106045.6320954752,[0.11861857 0.49436897 0.18641369 0.140086   0.06051272],-0.47049468010663986,-67429.96399485065,1743388.532588138,-4.704946801066399
2025-06-24,107361.260804055,[0.01435353 0.17600079 0.18121575 0.13931148 0.48911843],0.9128404762595892,-58370.75003947988,1685017.782548658,9.128404762595894
2025-06-25,106960.0032689962,[0.02269512 0.02025077 0.17319007 0.4951118  0.28875223],1.00697523355484,-34116.9726084281,1650900.80994023,10.0697523355484
2025-06-26,107088.4302288312,[0.02857732 0.20675312 0.0212896  0.1935626  0.5498173 ],1.0292894765734673,12090.759528994951,1662991.5694692251,10.292894765734673
2025-06-27,107135.3345105601,[0.01456445 0.03468679 0.03664207 0.4554177  0.458689  ],1.3089800234884024,4508.244586892554,1667499.8140561178,13.089800234884025
2025-06-30,105698.2781440006,[0.0038829  0.03415219 0.95165676 0.00265548 0.00765262],-0.02395726297982037,-175579.61479719027,1491920.1992589275,-0.23957262979820373
2025-07-01,108859.3238682359,[0.12821129 0.05632947 0.79441184 0.00984173 0.01120564],-0.28049904480576515,-7164.733904517276,1484755.4653544102,-2.8049904480576515
2025-07-02,109647.97877391,[0.04295534 0.21569331 0.68017435 0.03655541 0.02462156],-0.21580545976758003,-20321.35970187819,1464434.105652532,-2.1580545976758003
2025-07-03,108034.3390499008,[0.00546074 0.28129566 0.35690364 0.0686609  0.28767908],0.35180191043764353,31759.113704875417,1496193.2193574074,3.5180191043764353
2025-07-04,108299.851087593,[0.04268864 0.15116403 0.7176972  0.07813096 0.01031913],-0.13777208887040615,8646.106684760884,1504839.3260421683,-1.3777208887040615
2025-07-07,108950.2755431898,[0.06075133 0.4187375  0.42052904 0.09270664 0.00727553],-0.43298245780169964,-8274.280619969777,1496565.0454221985,-4.329824578016997
2025-07-08,111326.5512690552,[0.05641232 0.17017716 0.20332256 0.07653324 0.49355477],0.7806409746408463,-94436.26453169009,1402128.7808905083,7.806409746408463
2025-07-09,115987.206196845,[0.2317793  0.45229423 0.07230374 0.10314501 0.14047772],-0.5317524001002312,326813.1603665163,1728941.9412570246,-5.317524001002312
2025-07-10,117516.9936684245,[0.01719127 0.02038161 0.02547712 0.01335503 0.923595  ],1.8057808969169855,-70134.30069822588,1658807.6405587988,18.057808969169855
2025-07-11,119849.7057203147,[0.0622926  0.00933164 0.01350508 0.04356122 0.8713094 ],1.6522631784901023,358447.4661763877,2017255.1067351864,16.522631784901023
2025-07-14,117777.1889947756,[0.04703711 0.00397276 0.00161577 0.01648291 0.93089145],1.780218843370676,-285719.7730968395,1731535.333638347,17.80218843370676
2025-07-15,118738.506038944,[1.3850598e-02 3.6818676e-03 4.2214207e-04 1.4992042e-03 9.8054618e-01],1.9312084941193461,145304.4287343204,1876839.7623726674,19.312084941193465
2025-07-16,119289.8421917949,[6.7563653e-03 1.1545453e-02 5.6856655e-04 7.1755718e-03 9.7395408e-01],1.9300255510024726,89671.42143017358,1966511.183802841,19.300255510024726
2025-07-17,118003.2244955267,[0.86449486 0.01805642 0.00305076 0.00812052 0.10627741],-1.5263708112761378,-208165.6729981307,1758345.5108047102,-15.263708112761378
2025-07-18,117439.5358004276,[0.95745313 0.01609359 0.00645936 0.0102777  0.00971618],-1.9012898057699203,72913.08983494762,1831258.6006396578,-19.012898057699203
2025-07-21,119995.4155518337,[0.9540929  0.03746885 0.00468367 0.00142681 0.00232778],-1.939572321716696,-413784.68358221184,1417473.917057446,-19.39572321716696
2025-07-22,118754.9571943315,[0.82093203 0.12136991 0.00810448 0.00548508 0.04410847],-1.6695319483987987,200504.21804774337,1617978.1351051894,-16.695319483987987
2025-07-23,118368.0032491776,[0.9025687  0.05543782 0.01027842 0.02851775 0.00319732],-1.825662820134312,54400.421612398444,1672378.5567175879,-18.25662820134312
2025-07-24,117635.8810759376,[0.9177404  0.06312687 0.0069284  0.01055064 0.00165372],-1.8847495913505554,112919.72448554938,1785298.2812031372,-18.847495913505554
2025-07-25,117924.4729527151,[0.973725   0.0181802  0.00412931 0.00186717 0.00209829],-1.9595664945663884,-46237.8839558624,1739060.3972472749,-19.595664945663884
2025-07-28,117922.1478369023,[0.01445517 0.97872674 0.00185371 0.00351102 0.00145341],-1.0012192288413644,386.36755617289765,1739446.7648034478,-10.012192288413644
2025-07-29,117831.1913846234,[0.05136286 0.91573334 0.02007327 0.01001211 0.00281847],-1.0028100153431296,7722.667088355794,1747169.4318918036,-10.028100153431296
2025-07-30,115758.2039287926,[0.04177679 0.9301461  0.01865337 0.00777713 0.00164667],-1.002629213500768,176422.94522866645,1923592.3771204702,-10.026292135007681
2025-07-31,113320.0859723028,[0.57853615 0.39339578 0.0238996  0.00314128 0.0010272 ],-1.545272408053279,211175.3816292103,2134767.7587496806,-15.45272408053279
2025-08-01,115071.8843242656,[0.81827897 0.00393923 0.17289118 0.00307335 0.00181728],-1.6337892478331923,-238881.36287003534,1895886.3958796454,-16.337892478331923
2025-08-04,114141.4417283514,[0.9548279  0.00394277 0.03469399 0.00438096 0.0021544 ],-1.9049088242463768,132104.12933249044,2027990.5252121359,-19.049088242463768
2025-08-05,115027.9964133688,[9.9045765e-01 5.1475493e-03 2.5692119e-03 1.0236220e-03 8.0195512e-04],-1.9834353250917047,-147957.29027900758,1880033.2349331283,-19.834353250917047
2025-08-06,117496.8973967761,[0.6686745  0.23213133 0.0751956  0.01415956 0.00983902],-1.5356427896767855,-425714.2241307912,1454319.0108023372,-15.356427896767855
2025-08-07,116688.7254122597,[0.46375278 0.31804368 0.10831335 0.05391082 0.05597937],-1.0796796791255474,105625.21294927805,1559944.2237516153,-10.796796791255476
2025-08-08,118731.4470327152,[0.20112887 0.48660117 0.06323396 0.12716672 0.12186931],-0.5179535746574402,-189005.8371898626,1370938.3865617528,-5.179535746574402
2025-08-11,120172.9070599404,[0.09935278 0.45116052 0.06888541 0.05325149 0.32734975],0.05808490514755249,-62882.19275398729,1308056.1938077654,0.5808490514755249
2025-08-12,123344.0598056487,[0.2783493  0.03411522 0.02362693 0.03513309 0.6287755 ],0.7018701992928982,15327.590132357695,1323383.7839401232,7.018701992928982
2025-08-13,118359.5805705313,[0.07096185 0.06715988 0.0850993  0.13802023 0.6387587 ],1.2064540907740593,-283634.04282586725,1039749.741114256,12.064540907740593
2025-08-14,117398.3479829685,[0.37238097 0.11556801 0.3641636  0.08951234 0.05837511],-0.6540673971176147,-97979.6465871567,941770.0945270993,-6.5406739711761475
2025-08-15,116252.3119358528,[0.07772518 0.7533902  0.08769865 0.0707328  0.0104532 ],-0.8172013405710459,63849.69015481074,1005619.7846819101,-8.17201340571046
2025-08-18,112831.1759943522,[0.27247515 0.60770243 0.0850224  0.03098122 0.00381874],-1.1140340296551585,240490.43250105486,1246110.217182965,-11.140340296551585
2025-08-19,114274.7407842478,[9.5867985e-01 3.2033771e-02 6.5050055e-03 7.1718649e-04 2.0641305e-03],-1.9445480335270986,-142529.78272921563,1103580.4344537493,-19.445480335270986
2025-08-20,112419.0275001688,[0.83725166 0.12072325 0.02429181 0.01462828 0.00310497],-1.7743883556686342,315776.13675439206,1419356.5712081413,-17.74388355668634
2025-08-21,116874.0874716783,[9.7903478e-01 1.7595505e-02 2.7685796e-03 3.1778618e-04 2.8332658e-04],-1.9747806289233267,-703173.3606875427,716183.2105205986,-19.747806289233267
2025-08-22,110124.350927514,[0.4747474  0.449853   0.03151788 0.03787121 0.00601046],-1.3494556415826082,1140479.4053242623,1856662.615844861,-13.494556415826084
2025-08-25,111802.655570345,[0.9706508  0.02272097 0.00191409 0.00349839 0.00121573],-1.95809271116741,-205658.2081517391,1651004.4076931218,-19.5809271116741
2025-08-26,111222.0607170952,[0.98640114 0.00546019 0.00419091 0.0015131  0.00243466],-1.9718800410628319,101684.39600027636,1752688.8036933981,-19.71880041062832
2025-08-27,112544.8019855007,"[9.77729142e-01 1.10863615e-02 6.08482677e-03 8.47843825e-04
 4.25187405e-03]",-1.9571930529782549,-234511.66880403255,1518177.1348893656,-19.57193052978255
2025-08-28,108410.8381422406,[0.70544803 0.1924349  0.07200972 0.01919552 0.01091182],-1.5623118039220572,718910.6180429672,2237087.752932333,-15.623118039220573
2025-08-29,109250.5947969764,[0.91470295 0.06426729 0.01267352 0.0052025  0.00315375],-1.8821632014587522,-121017.58058492998,2116070.172347403,-18.82163201458752
2025-09-01,111200.5872122159,[0.8731892  0.07180864 0.00271948 0.04674665 0.00553605],-1.7603683127090335,-335943.6142117057,1780126.5581356974,-17.603683127090335
2025-09-02,111723.2133253295,[0.42856798 0.4519578  0.00564965 0.08534363 0.02848091],-1.1667882911860943,-82734.6754171094,1697391.882718588,-11.667882911860945
2025-09-03,110723.6000805153,[0.29736674 0.21921164 0.00786675 0.43304312 0.04251173],-0.2958785369992256,104395.22772832039,1801787.1104469083,-2.958785369992256
2025-09-04,110650.988279402,[0.48054308 0.43265006 0.00905414 0.06568633 0.01206645],-1.3039169777184725,1940.3517828774886,1803727.4622297857,-13.039169777184725
2025-09-05,112071.4310885385,[0.1019409  0.34468985 0.03174489 0.14942054 0.37220383],0.3452565521001816,-167385.71643250278,1636341.745797283,3.452565521001816
2025-09-08,111530.5499815784,[0.02904976 0.723694   0.02237061 0.17798856 0.04689701],-0.5100109614431858,-16662.832291098865,1619678.9135061842,-5.100109614431858
2025-09-09,113955.3589546047,[8.4978938e-03 9.6480864e-01 1.8367865e-03 2.4107935e-02 7.4869272e-04],-0.9561991101363674,-110882.54795241945,1508796.3655537649,-9.561991101363674
2025-09-10,115507.5375268541,[0.05107648 0.20478044 0.00489876 0.06399001 0.6752543 ],1.1075651720166206,-130243.26220137237,1378553.1033523926,11.075651720166208
2025-09-11,116101.5808964756,[0.0086503  0.02374608 0.00247614 0.01463624 0.95049125],1.8745720479637384,56960.936138666344,1435514.0394910588,18.745720479637384
2025-09-12,115444.8727083374,[0.00701307 0.0486667  0.01275494 0.00846838 0.9230969 ],1.7919693402945995,-106031.87343766465,1329482.166053394,17.919693402945995
2025-09-15,116843.1842506891,[0.02318771 0.31855705 0.0079331  0.107108   0.54321414],0.8286038003861904,217050.03897443242,1546532.2050278266,8.286038003861904
2025-09-16,116468.5073895201,[0.02363947 0.04897914 0.00338852 0.08301806 0.84097487],1.6687097065150738,-26570.541796883997,1519961.6632309426,16.687097065150738
2025-09-17,117137.2024600838,[0.05216861 0.54325193 0.00879881 0.18614341 0.20963721],-0.04217132180929184,95807.69771664753,1615769.36094759,-0.4217132180929184
2025-09-18,115688.8628180112,[0.03714938 0.30564043 0.00524859 0.56879896 0.08316265],0.3551850691437721,5214.2612126844815,1620983.6221602745,3.5518506914377213
2025-09-19,112748.5056232456,[0.02005818 0.9496054  0.00171906 0.02389806 0.0047193 ],-0.9563851030543447,-90274.11525110208,1530709.5069091725,-9.563851030543447
2025-09-22,112014.4996765164,[9.8850793e-01 7.9881363e-03 2.0844112e-04 2.0847551e-03 1.2107139e-03],-1.9804978063330054,62261.78778376444,1592971.294692937,-19.804978063330054
2025-09-23,113328.6304088566,[0.97430336 0.01190506 0.00277608 0.00668726 0.00432818],-1.9451681692153215,-232347.8692625173,1360623.4254304199,-19.451681692153215
2025-09-24,109049.2879570017,[0.9496714  0.02166074 0.00272801 0.01139243 0.01454739],-1.8805163046345115,734504.6606924741,2095128.086122894,-18.805163046345115
2025-09-25,109712.831518274,[0.9670405  0.01683216 0.00121413 0.01163004 0.00328325],-1.9327165666036308,-114425.73437983717,1980702.351743057,-19.327165666036308
2025-09-26,114400.3864282159,[8.6729103e-01 1.1869859e-01 7.4769108e-04 4.4339006e-03 8.8287899e-03],-1.8311891756020486,-825766.2213193264,1154936.1304237305,-18.311891756020486
2025-09-29,114056.0836474993,[0.00514636 0.62153834 0.01948897 0.21043386 0.14339252],-0.1346121672540903,55112.010095661135,1210048.1405193915,-1.346121672540903
2025-09-30,118648.9285878715,[0.005753   0.5732464  0.01290303 0.08033443 0.3277631 ],0.1511082425713539,-54206.03544447942,1155842.105074912,1.5110824257135391
2025-10-01,120681.2597233421,[0.00137544 0.01942795 0.00223432 0.00517715 0.9717852 ],1.9265686967410147,25883.24984127992,1181725.354916192,19.265686967410147
2025-10-02,122266.5327281923,[5.0490117e-04 5.8610071e-03 1.3196036e-02 3.5074258e-03 9.7693062e-01],1.9504978528711945,253074.69891634127,1434800.053832533,19.50497852871195
2025-10-03,124752.5283520974,[0.0010387  0.01749422 0.00469038 0.02329489 0.9534818 ],1.9106868505477905,396586.7861366149,1831386.839969148,19.106868505477905
2025-10-06,121451.3790703267,[0.0025887  0.05876907 0.00339304 0.01735346 0.91789573],1.7891984656453133,-505597.9712549468,1325788.8687142013,17.891984656453133
2025-10-07,123354.8703353913,[0.00275528 0.14720103 0.01886016 0.04115815 0.79002535],1.4684972777031362,280418.6890995076,1606207.557813709,14.684972777031364
2025-10-08,121705.5822667133,[0.01458401 0.21470682 0.01355698 0.21102749 0.54612476],1.0594021510332823,-196342.0684093591,1409865.4894043498,10.594021510332825
2025-10-09,113214.3659931293,[0.25773734 0.5771933  0.03781231 0.04812706 0.07913   ],-0.8862809389829636,-739129.0208373646,670736.4685669852,-8.862809389829636
2025-10-10,115271.0751367935,[9.3780464e-01 5.3194560e-02 1.9069851e-03 7.2843989e-04 6.3653472e-03],-1.915344704524614,-161006.2552637696,509730.2133032156,-19.153447045246143
2025-10-13,113118.6671598055,[9.6822506e-01 2.1299962e-02 2.0026255e-03 7.7906233e-04 7.6932912e-03],-1.9415844410541467,357644.20656337,867374.4198665856,-19.415844410541467
2025-10-14,110783.1668548627,[0.7374482  0.21375735 0.02919413 0.00190744 0.01769283],-1.6513606789521873,400868.501018319,1268242.9208849047,-16.513606789521873
2025-10-15,108186.0384753293,[0.9611136  0.02401339 0.00551997 0.00387056 0.00548246],-1.9314050576649606,387134.2376203268,1655377.1585052316,-19.314050576649606
2025-10-16,106467.785227691,[0.9668891  0.02028046 0.00276752 0.0083043  0.00175866],-1.9422370053362101,306753.3537236092,1962130.5122288407,-19.422370053362105
