feature,weight,current_score,persistence_ratio,stability_score,months_causal,total_months,selected,category
CSCO_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCAD_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
IVV_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
ORCL_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CADCHF_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
ADBE_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CORN_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XPDUSD_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CORN_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
UNG_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
TMUS_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURJPY_high_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
HSI.INDX_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
IWM_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
KO_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
TXN_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCAD_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
QNT_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
HBAR_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USO_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURJPY_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XRP_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XAGUSD_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CHFJPY_volume_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
FIL_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
V_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XRP_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XPDUSD_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
WMT_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
DIS_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SKEW.INDX_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SSEC.INDX_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCHF_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
OVX.INDX_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
FXAIX_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SKEW.INDX_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
NVDA_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
GBPUSD_high_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AUDCAD_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CADCHF_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
ETC_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
NKE_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
BLK_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
DIS_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURGBP_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
DIA_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
VOO_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
UNG_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
JPM_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
FXAIX_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SLV_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
JPM_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
INTC_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AGG_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
DIS_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURUSD_open_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AUDUSD_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XLM_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
VXD.INDX_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CSCO_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCAD_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURGBP_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XOM_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURUSD_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURCHF_high_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CSCO_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURCAD_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
NVDA_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCHF_volume_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
PG_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XPDUSD_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XPDUSD_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
OVX.INDX_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CORN_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
GVZ.INDX_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURCAD_close_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AUDJPY_high_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XOM_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
ORCL_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCAD_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
ORCL_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
TXN_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
NVDA_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AVGO_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XRP_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
COST_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AUDCAD_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XOM_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURGBP_high_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
GLD_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
VFIAX_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCHF_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
IVV_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
HSI.INDX_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SKEW.INDX_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XAUUSD_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
GBPUSD_low_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
GBPUSD_open_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AMD_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
TRX_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURCAD_open_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDJPY_open_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CHFJPY_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
VXN.INDX_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
LINK_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
GLD_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
TXN_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
INTC_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AUDJPY_open_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURJPY_volume_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CSCO_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
JPM_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURCAD_high_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
V_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
NDX.INDX_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
PEP_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AUDCAD_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
INTC_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
BSESN.INDX_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CRM_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CADCHF_open_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
PEP_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XRP_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AGG_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
LINK_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
WEAT_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURGBP_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AUDNZD_low_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
UNH_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
PEP_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SLV_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CADJPY_volume_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
VXD.INDX_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
TRX_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
FZROX_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
VOO_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AUDCHF_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
V_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
COST_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
FXAIX_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
V_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CORN_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AMD_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AUDCAD_open_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
KO_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
QQQ_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURJPY_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCAD_open_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AVGO_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CSCO_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCHF_low_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SKEW.INDX_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
BLK_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
LLY_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
VVIX.INDX_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
ADA_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
TXN_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
LINK_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EFA_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURCHF_volume_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SOYB_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURGBP_volume_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CADCHF_high_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
LLY_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
WEAT_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDJPY_low_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
UNG_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
IWM_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
ADA_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCHF_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
TMUS_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CRM_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XAUUSD_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
META_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AUDUSD_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURJPY_open_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDJPY_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SKEW.INDX_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
GVZ.INDX_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XPDUSD_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XOM_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CPER_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
DJI.INDX_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CORN_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AUDJPY_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
FIL_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
LINK_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USO_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
LINK_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
TMUS_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CADJPY_high_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
FIL_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XAUUSD_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
FIL_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURJPY_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
MCD_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
WEAT_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
PEP_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CADJPY_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AVGO_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
META_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
GLD_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDJPY_high_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SPY_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AVGO_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
TXN_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
OVX.INDX_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CADCHF_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
DOGE_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USO_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
FIL_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
TMUS_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XAUUSD_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
VOO_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
VTSAX_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
GVZ.INDX_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AVGO_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURGBP_close_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
FXAIX_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURCHF_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
TMUS_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
VTI_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURGBP_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
NKE_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
DJI.INDX_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
PEP_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XOM_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
NKE_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
ADBE_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
ORCL_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
V_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
ETC_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
DIA_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
XRP_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
INTC_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
MSFT_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
IWM_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
MCD_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
IVV_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CADCHF_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
ATOM_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
GLD_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURCHF_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
QNT_high,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SWTSX_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
ATOM_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCAD_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
EURGBP_open_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCAD_volume_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
QNT_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
V_low,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
HD_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
INTC_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
AUDNZD_open,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SPY_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
CHFJPY_high_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
USDCHF_close_fract,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
MCD_volume,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
SWPPX_adjusted_close,0.0005726416897022355,0,0.0,0.0,0,49,False,Temporary
